Model,Task,Research_Title,Train_Images,Validation_Images,Test_Images,Total_Dataset_Images,Total_Annotated_Potholes,Training_Time_Minutes,Validation_Precision,Validation_Recall,Validation_mAP50,Validation_mAP50_95,Test_Precision,Test_Recall,Test_mAP50,Test_mAP50_95,Model_Size_MB,Average_Inference_Time_ms,Approximate_FPS,Mean_Absolute_Count_Error,Number_of_Test_Detections
YOLOv8n,Pothole Detection,Lightweight Deep Learning for Road Surface Damage Detection,465,133,67,665,1740,101.9125491698583,0.773930101314582,0.693939393939394,0.7757359053326235,0.469240115519424,0.9076754100373614,0.7337662337662337,0.8330891046705841,0.5185072574006,5.948397636413574,69.79195522385521,14.328298967875819,0.8955223880597015,184
